feature,place,category,pred,,,,,,,
foods,La_Bonne_Table,price,0.82826906,,,,,,,
Service,La_Bonne_Table,food,0.49848676,,,,,,,
staff,La_Bonne_Table,service,0.49848676,,,,,,,
month,La_Bonne_Table,price,0.4295379,,,,,,,
menu,La_Bonne_Table,food,0.4295379,,,,,,,
glass,La_Bonne_Table,ambience,0.4295379,,,,,,,
wine,La_Bonne_Table,food,0.42953786,,,,,,,
Oyster,La_Bonne_Table,food,-0.25397494,,,,,,,
bit,La_Bonne_Table,price,-0.253975,,,,,,,
restaurant,La_Bonne_Table,ambience,0.49624565,,,,,,,
home,La_Bonne_Table,price,0.49624565,,,,,,,
dinner,La_Bonne_Table,price,0.4337985,,,,,,,
time,La_Bonne_Table,price,0.4337985,,,,,,,
dishes,La_Bonne_Table,food,0.2023333,,,,,,,
MUCH,La_Bonne_Table,food,0.2023333,,,,,,,
feealings,La_Bonne_Table,food,-0.008570917,,,,,,,
place,La_Bonne_Table,ambience,-0.003669553,,,,,,,
paper,La_Bonne_Table,price,0.19632259,,,,,,,
experience,La_Bonne_Table,price,-0.015744522,,,,,,,
bit,La_Bonne_Table,price,-0.015744522,,,,,,,
decor,La_Bonne_Table,ambience,0.59344155,,,,,,,
market,La_Bonne_Table,price,-0.002276219,,,,,,,
level,La_Bonne_Table,price,-0.002276219,,,,,,,
pricing,La_Bonne_Table,price,-0.002276219,,,,,,,
variety,La_Bonne_Table,price,0.000144497,,,,,,,
dishes,La_Bonne_Table,food,0.000144497,,,,,,,
wines,La_Bonne_Table,food,-0.002546296,,,,,,,
preparations,La_Bonne_Table,price,0.68845797,,,,,,,
selection,La_Bonne_Table,food,0.69060886,,,,,,,
wines,La_Bonne_Table,food,0.69060886,,,,,,,
Premises,La_Bonne_Table,food,0.34578052,,,,,,,
menu,La_Bonne_Table,food,-0.23472062,,,,,,,
job,La_Bonne_Table,price,0.34713063,,,,,,,
style,La_Bonne_Table,price,0.15212542,,,,,,,
food,La_Bonne_Table,food,0.15212542,,,,,,,
staff,La_Bonne_Table,service,-0.00325641,,,,,,,
Juices,La_Bonne_Table,food,0.2899949,,,,,,,
lot,La_Bonne_Table,price,-0.002557039,,,,,,,
memories,La_Bonne_Table,price,-0.002557047,,,,,,,
promotions,La_Bonne_Table,price,-0.000989832,,,,,,,
food,La_Bonne_Table,food,0.7829995,,,,,,,
beef,La_Bonne_Table,price,0.5897783,,,,,,,
stew,La_Bonne_Table,food,0.5897783,,,,,,,
Kuddos,La_Bonne_Table,food,-0.002794974,,,,,,,
chef,La_Bonne_Table,food,-0.002794974,,,,,,,
easties,La_Bonne_Table,food,0.101511106,,,,,,,
place,La_Bonne_Table,ambience,0.101511106,,,,,,,
ambience,La_Bonne_Table,ambience,-0.001803882,,,,,,,
tuna,La_Bonne_Table,food,-0.002497919,,,,,,,
tartar,La_Bonne_Table,food,-0.002497919,,,,,,,
experience,La_Bonne_Table,price,0.17226166,,,,,,,
try,La_Bonne_Table,price,-0.00366389,,,,,,,
food,La_Bonne_Table,food,0.6947908,,,,,,,
service,La_Bonne_Table,service,0.69589937,,,,,,,
atmosphere,La_Bonne_Table,ambience,0.6968927,,,,,,,
restaurant,La_Bonne_Table,ambience,0.79244167,,,,,,,
seafood,La_Bonne_Table,food,0.17431632,,,,,,,
items,La_Bonne_Table,price,0.17431632,,,,,,,
menu,La_Bonne_Table,food,0.38463765,,,,,,,
bonne,La_Bonne_Table,food,0.20302817,,,,,,,
table,La_Bonne_Table,price,0.20302817,,,,,,,
bouillabaisse,La_Bonne_Table,food,-0.000937387,,,,,,,
food,La_Bonne_Table,food,0.49558523,,,,,,,
plateau,La_Bonne_Table,ambience,-0.002539173,,,,,,,
fruits,La_Bonne_Table,Non-Categorised,-0.002539173,,,,,,,
meunière,La_Bonne_Table,food,-0.000624172,,,,,,,
wine,La_Bonne_Table,food,-0.002392873,,,,,,,
quality,La_Bonne_Table,price,0.979141,,,,,,,
food,La_Bonne_Table,food,0.979141,,,,,,,
place,La_Bonne_Table,ambience,0.001847006,,,,,,,
food,La_Bonne_Table,food,0.27812085,,,,,,,
vibe,La_Bonne_Table,ambience,0.597292,,,,,,,
duck,La_Bonne_Table,food,3.97E-05,,,,,,,
leg,La_Bonne_Table,price,3.97E-05,,,,,,,
confi,La_Bonne_Table,food,3.97E-05,,,,,,,
Mash,La_Bonne_Table,food,0.69013023,,,,,,,
dishes,La_Bonne_Table,food,0.48355222,,,,,,,
food,La_Bonne_Table,food,0.95477545,,,,,,,
draw,La_Bonne_Table,price,-0.004939564,,,,,,,
seating,La_Bonne_Table,ambience,-0.004939564,,,,,,,
street,La_Bonne_Table,price,-0.004939564,,,,,,,
table,La_Bonne_Table,price,-0.1670711,,,,,,,
entrance,La_Bonne_Table,ambience,-0.1670711,,,,,,,
service,La_Bonne_Table,service,-0.003349364,,,,,,,
touch,La_Bonne_Table,price,-0.00148616,,,,,,,
food,La_Bonne_Table,food,0.37029928,,,,,,,
service,La_Bonne_Table,service,0.79259217,,,,,,,
course,La_Bonne_Table,price,0.45074132,,,,,,,
Today,La_Bonne_Table,food,0.31898057,,,,,,,
beef,La_Bonne_Table,price,0.000714585,,,,,,,
ribs,La_Bonne_Table,food,0.000714585,,,,,,,
rest,La_Bonne_Table,price,0.45074132,,,,,,,
dessert,La_Bonne_Table,food,0.006503508,,,,,,,
Cream,La_Bonne_Table,food,-0.001667202,,,,,,,
night,La_Bonne_Table,price,-0.00333529,,,,,,,
oysters,La_Bonne_Table,food,-0.25934646,,,,,,,
piece,La_Bonne_Table,price,-0.25934646,,,,,,,
u,La_Bonne_Table,service,0.19838163,,,,,,,
wine,La_Bonne_Table,food,-0.004139058,,,,,,,
restaurant,La_Bonne_Table,ambience,0.2661949,,,,,,,
ambience,La_Bonne_Table,ambience,0.2661949,,,,,,,
road,La_Bonne_Table,price,-0.13697368,,,,,,,
Food,La_Bonne_Table,food,0.6954021,,,,,,,
variety,La_Bonne_Table,price,-0.003993526,,,,,,,
selection,La_Bonne_Table,food,-0.003993534,,,,,,,
regulars,La_Bonne_Table,service,-0.003993534,,,,,,,
food,La_Bonne_Table,food,0.40189007,,,,,,,
selection,La_Bonne_Table,food,0.6941345,,,,,,,
wines,La_Bonne_Table,Non-Categorised,0.6941345,,,,,,,
staff,La_Bonne_Table,service,0.48787048,,,,,,,
meat,La_Bonne_Table,food,-0.001717791,,,,,,,
place,La_Bonne_Table,ambience,0.989516,,,,,,,
brûlée,La_Bonne_Table,food,0.16003348,,,,,,,
rosé,La_Bonne_Table,food,0.98547417,,,,,,,
flavour,La_Bonne_Table,food,-0.002368301,,,,,,,
bread,La_Bonne_Table,food,0.2314157,,,,,,,
cheese,La_Bonne_Table,food,0.21360984,,,,,,,
deserts,La_Bonne_Table,food,0.21360984,,,,,,,
tuna,La_Bonne_Table,food,-0.003398769,,,,,,,
colour,La_Bonne_Table,ambience,0.8320169,,,,,,,
food,La_Bonne_Table,food,-0.72145534,,,,,,,
instance,La_Bonne_Table,price,-0.001865804,,,,,,,
colour,La_Bonne_Table,ambience,0.011934593,,,,,,,
tarts,La_Bonne_Table,Non-Categorised,0.7089753,,,,,,,
ratatouille,La_Bonne_Table,food,0.02669993,,,,,,,
sea,La_Bonne_Table,food,0.02669993,,,,,,,
marks,La_Bonne_Table,price,0.40378827,,,,,,,
grey,La_Bonne_Table,ambience,-0.001086719,,,,,,,
mush,La_Bonne_Table,food,-0.001086719,,,,,,,
fuss,La_Bonne_Table,price,-0.005239211,,,,,,,
food,La_Bonne_Table,food,0.27940923,,,,,,,
staff,La_Bonne_Table,service,0.27940923,,,,,,,
managers,La_Bonne_Table,price,0.27940923,,,,,,,
place,La_Bonne_Table,ambience,0.4951035,,,,,,,
tuna,La_Bonne_Table,food,-0.007712923,,,,,,,
starters,La_Bonne_Table,service,-0.007712923,,,,,,,
menu,La_Bonne_Table,food,-0.001431391,,,,,,,
course,La_Bonne_Table,price,0.15804838,,,,,,,
setting,La_Bonne_Table,ambience,0.46294546,,,,,,,
restaurant,La_Bonne_Table,ambience,0.98617065,,,,,,,
team,La_Bonne_Table,service,0.7817913,,,,,,,
Frenchmen,La_Bonne_Table,Non-Categorised,0.7817913,,,,,,,
chef,La_Bonne_Table,food,0.79014325,,,,,,,
menu,La_Bonne_Table,food,0.9159851,,,,,,,
cuisine,La_Bonne_Table,food,0.37820214,,,,,,,
restaurants,La_Bonne_Table,price,-5.45E-05,,,,,,,
environment,La_Bonne_Table,price,0.66654193,,,,,,,
food,La_Bonne_Table,food,0.7883266,,,,,,,
service,La_Bonne_Table,service,0.4986459,,,,,,,
atmosphere,La_Bonne_Table,ambience,-0.004696727,,,,,,,
food,La_Bonne_Table,food,-0.00296066,,,,,,,
owners,La_Bonne_Table,price,0.356041,,,,,,,
place,La_Bonne_Table,ambience,0.78974926,,,,,,,
occasions,La_Bonne_Table,price,0.78974926,,,,,,,
restaurant,La_Bonne_Table,ambience,0.9146826,,,,,,,
service,La_Bonne_Table,service,-0.002765022,,,,,,,
ambience,La_Bonne_Table,ambience,0.6013272,,,,,,,
place,La_Bonne_Table,ambience,0.7892772,,,,,,,
duck,La_Bonne_Table,food,0.7851803,,,,,,,
pate,La_Bonne_Table,food,0.7851803,,,,,,,
cake,La_Bonne_Table,food,0.58967894,,,,,,,
ice,La_Bonne_Table,price,-0.00431037,,,,,,,
cream,La_Bonne_Table,food,-0.00431037,,,,,,,
microwave,La_Bonne_Table,food,-0.00286559,,,,,,,
home,La_Bonne_Table,price,-0.011727944,,,,,,,
food,La_Bonne_Table,food,-0.011727944,,,,,,,
owners,La_Bonne_Table,price,-0.004459016,,,,,,,
wine,La_Bonne_Table,food,0.6950165,,,,,,,
selection,La_Bonne_Table,food,0.6950165,,,,,,,
boot,La_Bonne_Table,service,0.6950165,,,,,,,
visit,La_Bonne_Table,price,0.31323332,,,,,,,
lunch,La_Bonne_Table,price,0.31323332,,,,,,,
weekend,La_Bonne_Table,price,0.31323332,,,,,,,
atmosphere,La_Bonne_Table,ambience,-0.00418637,,,,,,,
point,La_Bonne_Table,price,-0.00418637,,,,,,,
oysters,La_Bonne_Table,food,-0.010678485,,,,,,,
night,La_Bonne_Table,price,-0.010678485,,,,,,,
guy,La_Bonne_Table,service,0.46433625,,,,,,,
restaurant,La_Bonne_Table,ambience,0.46433625,,,,,,,
team,La_Bonne_Table,service,-0.002756164,,,,,,,
dishes,La_Bonne_Table,food,0.79340875,,,,,,,
wine,La_Bonne_Table,food,0.59260255,,,,,,,
selection,La_Bonne_Table,food,0.59260255,,,,,,,
service,La_Bonne_Table,service,0.49935004,,,,,,,
tartiflette,La_Bonne_Table,food,0.07174967,,,,,,,
%,La_Bonne_Table,price,0.64992094,,,,,,,
discount,La_Bonne_Table,price,0.64992094,,,,,,,
bottle,La_Bonne_Table,price,0.64992094,,,,,,,
atmosphere,La_Bonne_Table,ambience,-0.00206358,,,,,,,
cuisine,La_Bonne_Table,food,0.177742,,,,,,,
beef,La_Bonne_Table,price,-0.022946067,,,,,,,
bourguignon,La_Bonne_Table,food,-0.022946067,,,,,,,
eyes,La_Bonne_Table,service,-0.022946067,,,,,,,
discovery,La_Bonne_Table,price,0.96451455,,,,,,,
visit,La_Bonne_Table,price,0.96451455,,,,,,,
style,La_Bonne_Table,price,0.00236924,,,,,,,
service,La_Bonne_Table,service,0.00236924,,,,,,,
value,La_Bonne_Table,price,0.45602414,,,,,,,
money,La_Bonne_Table,price,0.45602414,,,,,,,
succulent,La_Bonne_Table,food,-0.002695233,,,,,,,
place,La_Bonne_Table,ambience,0.4951035,,,,,,,
dining,La_Bonne_Table,ambience,-0.003291868,,,,,,,
places,La_Bonne_Table,price,-0.003291868,,,,,,,
food,La_Bonne_Table,food,0.78659207,,,,,,,
service,La_Bonne_Table,service,-0.002765022,,,,,,,
environment,La_Bonne_Table,price,-0.005371228,,,,,,,
cuisine,La_Bonne_Table,food,-0.003928229,,,,,,,
ambiance,La_Bonne_Table,ambience,0.59838337,,,,,,,
value,La_Bonne_Table,price,0.69094896,,,,,,,
money,La_Bonne_Table,price,0.69094896,,,,,,,
food,La_Bonne_Table,food,-0.002811149,,,,,,,
restaurant,La_Bonne_Table,ambience,-0.22696593,,,,,,,
owners,La_Bonne_Table,price,0.43326172,,,,,,,
food,La_Bonne_Table,food,0.43326172,,,,,,,
opening,La_Bonne_Table,price,0.075808585,,,,,,,
Book,La_Bonne_Table,Non-Categorised,-0.002915062,,,,,,,
table,La_Bonne_Table,price,-0.002915062,,,,,,,
rise,La_Bonne_Table,price,-0.22696593,,,,,,,
popularity,La_Bonne_Table,price,-0.22696593,,,,,,,
family,La_Bonne_Table,price,-0.22696593,,,,,,,
style,La_Bonne_Table,price,-0.22696593,,,,,,,
wine,La_Bonne_Table,food,0.78676224,,,,,,,
recommendations,La_Bonne_Table,price,0.78676224,,,,,,,
service,La_Bonne_Table,service,0.98574173,,,,,,,
tuna,La_Bonne_Table,food,0.7533118,,,,,,,
tartare,La_Bonne_Table,food,0.7533118,,,,,,,
👌,La_Bonne_Table,food,0.7533118,,,,,,,
atmosphere,La_Bonne_Table,ambience,0.12207253,,,,,,,
food,La_Bonne_Table,food,0.12207253,,,,,,,
service,La_Bonne_Table,service,0.37256685,,,,,,,
cuisine,La_Bonne_Table,food,0.23048067,,,,,,,
Atmosphere,La_Bonne_Table,food,0.3943545,,,,,,,
staff,La_Bonne_Table,service,0.1269367,,,,,,,
quality,La_Bonne_Table,price,0.12656027,,,,,,,
food,La_Bonne_Table,food,0.50810915,,,,,,,
service,La_Bonne_Table,service,0.79259217,,,,,,,
pasta,La_Bonne_Table,food,0.9867523,,,,,,,
owners,La_Bonne_Table,price,0.6010501,,,,,,,
time,La_Bonne_Table,price,0.79169106,,,,,,,
restaurant,La_Bonne_Table,ambience,0.5256619,,,,,,,
place,La_Bonne_Table,ambience,0.5256619,,,,,,,
cooking,La_Bonne_Table,food,0.5256619,,,,,,,
food,La_Bonne_Table,food,0.47780976,,,,,,,
quaint,La_Bonne_Table,ambience,0.47780976,,,,,,,
atmosphere,La_Bonne_Table,ambience,0.47780976,,,,,,,
friends,La_Bonne_Table,service,0.47780976,,,,,,,
starters,La_Bonne_Table,service,-0.008698471,,,,,,,
ones,La_Bonne_Table,price,0.6928083,,,,,,,
selection,La_Bonne_Table,food,-0.003944114,,,,,,,
wines,La_Bonne_Table,food,-0.003944114,,,,,,,
mains,La_Bonne_Table,ambience,-0.001846179,,,,,,,
wife,La_Bonne_Table,price,-0.004797056,,,,,,,
Anniversary,La_Bonne_Table,food,-0.004797056,,,,,,,
people,La_Bonne_Table,service,0.13201301,,,,,,,
food,La_Bonne_Table,food,0.13201301,,,,,,,
experience,La_Bonne_Table,price,0.57791734,,,,,,,
celebration,La_Bonne_Table,ambience,0.57791734,,,,,,,
atmosphere,La_Bonne_Table,ambience,0.5998617,,,,,,,
service,La_Bonne_Table,service,-0.002765022,,,,,,,
restaurant,La_Bonne_Table,ambience,0.38718325,,,,,,,
service,La_Bonne_Table,service,0.69479346,,,,,,,
price,La_Bonne_Table,price,0.38718325,,,,,,,
quality,La_Bonne_Table,price,0.38718325,,,,,,,
deal,La_Bonne_Table,price,0.93057823,,,,,,,
wine,La_Bonne_Table,food,0.9305783,,,,,,,
foie,La_Bonne_Table,food,-0.006740563,,,,,,,
gras,La_Bonne_Table,food,-0.006740563,,,,,,,
must,La_Bonne_Table,price,-0.006740563,,,,,,,
%,La_Bonne_Table,price,-0.011123784,,,,,,,
bottle,La_Bonne_Table,price,-0.011123784,,,,,,,
restaurant,La_Bonne_Table,ambience,0.37241206,,,,,,,
cost,La_Bonne_Table,price,0.37241206,,,,,,,
oysters,La_Bonne_Table,food,0.78259325,,,,,,,
hit,La_Bonne_Table,price,-0.004149668,,,,,,,
kids,La_Bonne_Table,price,0.76355153,,,,,,,
purée,La_Bonne_Table,food,-0.000210881,,,,,,,
Portions,La_Bonne_Table,food,-0.003914475,,,,,,,
cream,La_Bonne_Table,food,0.431779,,,,,,,
sauce,La_Bonne_Table,food,0.431779,,,,,,,
mushrooms,La_Bonne_Table,food,0.431779,,,,,,,
time,La_Bonne_Table,price,0.25014755,,,,,,,
foods,La_Bonne_Table,price,0.7408761,,,,,,,
wine,La_Bonne_Table,food,-0.003067866,,,,,,,
bottle,La_Bonne_Table,price,-0.006452583,,,,,,,
%,La_Bonne_Table,price,-0.006452583,,,,,,,
prices,La_Bonne_Table,price,-0.006452583,,,,,,,
pork,La_Bonne_Table,food,0.5718199,,,,,,,
service,La_Bonne_Table,service,0.79259217,,,,,,,
Thanks,La_Bonne_Table,food,0.17412964,,,,,,,
lady,La_Bonne_Table,ambience,0.17412964,,,,,,,
boss,La_Bonne_Table,price,0.17412964,,,,,,,
manon,La_Bonne_Table,food,0.17412964,,,,,,,
wife,La_Bonne_Table,price,-0.002345286,,,,,,,
sauce,La_Bonne_Table,food,-0.002706423,,,,,,,
personality,La_Bonne_Table,service,0.78677523,,,,,,,
tartiflette,La_Bonne_Table,food,0.78290904,,,,,,,
service,La_Bonne_Table,service,0.79259217,,,,,,,
place,La_Bonne_Table,ambience,0.50556797,,,,,,,
Food,La_Bonne_Table,food,0.14029604,,,,,,,
starters,La_Bonne_Table,service,0.14029604,,,,,,,
items,La_Bonne_Table,price,-0.07147049,,,,,,,
menu,La_Bonne_Table,food,-0.07147049,,,,,,,
lunch,La_Bonne_Table,price,-0.005580291,,,,,,,
times,La_Bonne_Table,price,-0.005580291,,,,,,,
pasta,La_Bonne_Table,food,-0.03667765,,,,,,,
standards,La_Bonne_Table,price,-0.03667765,,,,,,,
Food,La_Bonne_Table,food,0.41228405,,,,,,,
👌,La_Bonne_Table,Non-Categorised,0.41228405,,,,,,,
🏻,La_Bonne_Table,food,0.41228405,,,,,,,
ambiance,La_Bonne_Table,ambience,0.41228405,,,,,,,
service,La_Bonne_Table,service,0.7888032,,,,,,,
bistro,La_Bonne_Table,ambience,-0.055790313,,,,,,,
fare,La_Bonne_Table,price,-0.055790313,,,,,,,
cheese,La_Bonne_Table,food,0.9907755,,,,,,,
pasta,La_Bonne_Table,food,0.9907755,,,,,,,
tasting,La_Bonne_Table,food,-0.006353192,,,,,,,
dish,La_Bonne_Table,food,-0.006353192,,,,,,,
problem,La_Bonne_Table,price,-0.006353192,,,,,,,
hospitality,La_Bonne_Table,price,0.5919699,,,,,,,
part,La_Bonne_Table,price,0.9256402,,,,,,,
entrées,La_Bonne_Table,food,0.9256402,,,,,,,
decor,La_Bonne_Table,ambience,0.5179288,,,,,,,
menu,La_Bonne_Table,food,-0.002398849,,,,,,,
interior,La_Bonne_Table,ambience,-0.20209488,,,,,,,
price,La_Bonne_Table,price,0.48379678,,,,,,,
quality,La_Bonne_Table,price,0.48379678,,,,,,,
ratio,La_Bonne_Table,price,0.48379672,,,,,,,
review,La_Bonne_Table,price,0.88841486,,,,,,,
food,La_Bonne_Table,food,0.20992494,,,,,,,
places,La_Bonne_Table,price,0.20992494,,,,,,,
duck,La_Bonne_Table,food,-0.00225921,,,,,,,
confit,La_Bonne_Table,food,-0.00225921,,,,,,,
try,La_Bonne_Table,price,-0.002136476,,,,,,,
porc,La_Bonne_Table,food,0.014095642,,,,,,,
gras,La_Bonne_Table,food,0.9710771,,,,,,,
food,La_Bonne_Table,food,1.0034363,,,,,,,
food,La_Bonne_Table,food,0.6947908,,,,,,,
dinner,La_Bonne_Table,price,0.3553428,,,,,,,
today,La_Bonne_Table,price,-0.001187615,,,,,,,
food,La_Bonne_Table,food,0.996575,,,,,,,
place,La_Bonne_Table,ambience,-0.004504733,,,,,,,
pictures,La_Bonne_Table,price,-0.14656782,,,,,,,
minute,La_Bonne_Table,price,0.49650306,,,,,,,
place,La_Bonne_Table,ambience,0.79135895,,,,,,,
owners,La_Bonne_Table,price,0.356041,,,,,,,
food,La_Bonne_Table,food,0.6887002,,,,,,,
food,La_Bonne_Table,food,0.7883266,,,,,,,
Oysters,La_Bonne_Table,food,0.98375297,,,,,,,
item,La_Bonne_Table,price,-0.042321704,,,,,,,
menu,La_Bonne_Table,food,-0.042321704,,,,,,,
place,La_Bonne_Table,ambience,-0.006060273,,,,,,,
pizzas,La_Bonne_Table,food,0.994359,,,,,,,
gem,La_Bonne_Table,price,0.21355411,,,,,,,
place,La_Bonne_Table,ambience,0.21355411,,,,,,,
months,La_Bonne_Table,price,0.21355411,,,,,,,
restaurant,La_Bonne_Table,ambience,-0.108877234,,,,,,,
bit,La_Bonne_Table,price,-0.108877234,,,,,,,
influence,La_Bonne_Table,price,-0.108877234,,,,,,,
pizza,La_Bonne_Table,food,-0.10887722,,,,,,,
menu,La_Bonne_Table,food,-0.00168591,,,,,,,
duck,La_Bonne_Table,food,-0.001685895,,,,,,,
confit,La_Bonne_Table,food,-0.001685895,,,,,,,
pasta,La_Bonne_Table,food,-0.004207782,,,,,,,
dish,La_Bonne_Table,food,0.12007303,,,,,,,
dinner,La_Bonne_Table,price,0.5082307,,,,,,,
tartiflette,La_Bonne_Table,food,0.03982611,,,,,,,
menu,La_Bonne_Table,food,0.03982611,,,,,,,
food,La_Bonne_Table,food,0.9875786,,,,,,,
lots,La_Bonne_Table,price,-0.004364111,,,,,,,
cheese,La_Bonne_Table,food,-0.004364111,,,,,,,
options,La_Bonne_Table,price,-0.004364111,,,,,,,
food,La_Bonne_Table,food,0.7883266,,,,,,,
owners,La_Bonne_Table,price,0.48739028,,,,,,,
service,La_Bonne_Table,service,-0.002765022,,,,,,,
oyster,La_Bonne_Table,food,0.9319396,,,,,,,
night,La_Bonne_Table,price,0.9319396,,,,,,,
date,La_Bonne_Table,price,0.7845343,,,,,,,
friends,La_Bonne_Table,service,0.7845343,,,,,,,
dinner,La_Bonne_Table,price,-0.04205192,,,,,,,
dishes,La_Bonne_Table,food,0.1376055,,,,,,,
Pizza,La_Bonne_Table,Non-Categorised,0.000740498,,,,,,,
wife,La_Bonne_Table,price,-0.005034961,,,,,,,
desserts,La_Bonne_Table,food,-0.005034961,,,,,,,
bottle,La_Bonne_Table,price,0.22515497,,,,,,,
wine,La_Bonne_Table,food,0.22515497,,,,,,,
%,La_Bonne_Table,price,0.22515497,,,,,,,
concept,La_Bonne_Table,price,0.22515497,,,,,,,
gras,La_Bonne_Table,food,-0.002468273,,,,,,,
duck,La_Bonne_Table,food,-0.002468273,,,,,,,
confit,La_Bonne_Table,food,-0.002468273,,,,,,,
way,La_Bonne_Table,price,-0.004726678,,,,,,,
people,La_Bonne_Table,service,-0.004726678,,,,,,,
pasta,La_Bonne_Table,food,-0.003211103,,,,,,,
Revisit,La_Bonne_Table,food,-7.70E-05,,,,,,,
size,La_Bonne_Table,price,0.25219753,,,,,,,
duck,La_Bonne_Table,food,-0.15550965,,,,,,,
brest,La_Bonne_Table,ambience,0.25219753,,,,,,,
dinner,La_Bonne_Table,price,-0.001992881,,,,,,,
non,La_Bonne_Table,price,0.018530555,,,,,,,
smell,La_Bonne_Table,ambience,0.018530555,,,,,,,
taste,La_Bonne_Table,price,0.018530555,,,,,,,
time,La_Bonne_Table,price,-0.15550965,,,,,,,
🦆,La_Bonne_Table,food,-0.15550965,,,,,,,
Bread,La_Bonne_Table,food,0.004266679,,,,,,,
staff,La_Bonne_Table,service,0.7205217,,,,,,,
modernisation,La_Bonne_Table,price,-0.002222218,,,,,,,
Food,La_Bonne_Table,food,0.17101032,,,,,,,
ambience,La_Bonne_Table,ambience,0.6013272,,,,,,,
Pizza,La_Bonne_Table,Non-Categorised,0.6978993,,,,,,,
Duck,La_Bonne_Table,food,0.57922655,,,,,,,
magret,La_Bonne_Table,food,0.57922655,,,,,,,
deals,La_Bonne_Table,price,0.7838533,,,,,,,
wine,La_Bonne_Table,food,0.7838533,,,,,,,
menu,La_Bonne_Table,food,0.7838533,,,,,,,
home,La_Bonne_Table,price,0.3046123,,,,,,,
gras,La_Bonne_Table,food,0.3046123,,,,,,,
try,La_Bonne_Table,price,0.3046123,,,,,,,
products,La_Bonne_Table,price,0.68845797,,,,,,,
lunch,La_Bonne_Table,price,-0.003823504,,,,,,,
company,La_Bonne_Table,price,-0.003823504,,,,,,,
Ribeye,La_Bonne_Table,Non-Categorised,0.022017278,,,,,,,
steak,La_Bonne_Table,food,-0.000559457,,,,,,,
sides,La_Bonne_Table,price,-0.003140576,,,,,,,
visit,La_Bonne_Table,price,0.29498622,,,,,,,
tartare,La_Bonne_Table,food,-0.004329279,,,,,,,
pizza,La_Bonne_Table,food,-0.001980148,,,,,,,
gastronomy,La_Bonne_Table,food,0.000397898,,,,,,,
staff,La_Bonne_Table,service,0.7888381,,,,,,,
atmosphere,La_Bonne_Table,ambience,0.6928973,,,,,,,
wine,La_Bonne_Table,food,0.891881,,,,,,,
place,La_Bonne_Table,ambience,0.79135895,,,,,,,
pizza,La_Bonne_Table,food,0.055353876,,,,,,,
pasta,La_Bonne_Table,food,-0.003492594,,,,,,,
duck,La_Bonne_Table,food,-0.001243047,,,,,,,
gras,La_Bonne_Table,food,-0.000940599,,,,,,,
Stars,La_Bonne_Table,food,-0.003193401,,,,,,,
perfection,La_Bonne_Table,price,-0.002036549,,,,,,,
staple,La_Bonne_Table,price,0.015473329,,,,,,,
wine,La_Bonne_Table,food,0.52985114,,,,,,,
money,La_Bonne_Table,price,0.29357952,,,,,,,
restaurant,La_Bonne_Table,ambience,0.39717007,,,,,,,
restaurant,La_Bonne_Table,ambience,0.4901964,,,,,,,
range,La_Bonne_Table,price,-0.001966573,,,,,,,
prices,La_Bonne_Table,price,0.4901964,,,,,,,
ingredients,La_Bonne_Table,food,0.29117832,,,,,,,
wine,La_Bonne_Table,food,-0.003109835,,,,,,,
selection,La_Bonne_Table,food,-0.003109835,,,,,,,
bread,La_Bonne_Table,food,0.9830774,,,,,,,
Manon,La_Bonne_Table,Non-Categorised,-7.70E-05,,,,,,,
review,La_Bonne_Table,price,0.1972743,,,,,,,
restaurant,La_Bonne_Table,ambience,0.9848643,,,,,,,
experience,La_Bonne_Table,price,0.9155283,,,,,,,
service,La_Bonne_Table,service,0.988173,,,,,,,
place,La_Bonne_Table,ambience,0.9117189,,,,,,,
food,La_Bonne_Table,food,0.9886029,,,,,,,
desserts,La_Bonne_Table,food,0.9850763,,,,,,,
congratulations,La_Bonne_Table,service,-0.002417751,,,,,,,
chef,La_Bonne_Table,food,-0.002417751,,,,,,,
staff,La_Bonne_Table,service,-0.002751567,,,,,,,
Merci,La_Bonne_Table,Non-Categorised,-7.70E-05,,,,,,,
beaucoup,La_Bonne_Table,food,-7.70E-05,,,,,,,
lot,La_Bonne_Table,price,-0.003027633,,,,,,,
review,La_Bonne_Table,price,-0.003027633,,,,,,,
dinner,La_Bonne_Table,price,-0.014214031,,,,,,,
fig,La_Bonne_Table,food,0.9411214,,,,,,,
foie,La_Bonne_Table,food,0.9411214,,,,,,,
gras,La_Bonne_Table,food,0.9411214,,,,,,,
tartiflette,La_Bonne_Table,food,0.9411214,,,,,,,
dessert,La_Bonne_Table,food,-0.001397699,,,,,,,
restaurants,La_Bonne_Table,price,-0.09798125,,,,,,,
Yves,La_Bonne_Table,food,-7.70E-05,,,,,,,
Merci,La_Bonne_Table,Non-Categorised,-7.70E-05,,,,,,,
beaucoup,La_Bonne_Table,food,-7.70E-05,,,,,,,
comment,La_Bonne_Table,price,0.6648191,,,,,,,
Bonjour,La_Bonne_Table,Non-Categorised,-7.70E-05,,,,,,,
avons,La_Bonne_Table,food,-9.97E-05,,,,,,,
lire,La_Bonne_Table,price,-9.97E-05,,,,,,,
vôtre,La_Bonne_Table,food,-9.97E-05,,,,,,,
commentaire,La_Bonne_Table,food,-9.97E-05,,,,,,,
et,La_Bonne_Table,ambience,-9.97E-05,,,,,,,
