feature,place,category,pred,clause_polarity
burrata,Volare,food,-0.001599349,0
time,Volare,price,-0.002885319,0
produce,Volare,price,0.48007408,0.416666667
darn,Volare,Non-Categorised,0.48007408,0.416666667
seating,Volare,ambience,-0.6926962,-0.78
sea,Volare,food,-0.001409508,-0.15
bass,Volare,food,-0.001409508,-0.15
food,Volare,food,-0.002811149,0
patient,Volare,Non-Categorised,-7.70E-05,0
gelato,Volare,food,-0.001780629,0
selection,Volare,food,0.16550192,0.166666667
flavours,Volare,food,0.16550192,0.166666667
scoop,Volare,food,0.022139177,-0.071428571
cones,Volare,food,-0.005228333,-0.5
food,Volare,food,0.7883266,0.8
flavours,Volare,food,0.1694552,0.148611111
restaurants,Volare,price,0.1694552,0.148611111
pizza,Volare,food,0.5939509,0.3
ambience,Volare,ambience,-0.001803882,0
restaurant,Volare,ambience,0.38736853,0.433333333
service,Volare,service,0.38736853,0.433333333
place,Volare,ambience,0.3993731,0.333333333
food,Volare,food,0.9824078,1
staff,Volare,service,0.37172332,0.375
food,Volare,food,0.38224038,0.433333333
⭐,Volare,food,-0.001331858,0
️,Volare,food,-0.000796914,0
staff,Volare,service,0.3763889,0.375
chef,Volare,food,-0.001331858,0
tagliatelle,Volare,food,0.040321477,0
minutes,Volare,price,0.04032147,0
restaurants,Volare,price,0.23859707,0.25
place,Volare,ambience,0.49028602,0.5
eggplant,Volare,food,-0.001847684,0
parmigiana,Volare,food,-0.001847684,0
restaurant,Volare,ambience,0.30468,0.275
pasta,Volare,food,0.21304053,0.25
orecchiette,Volare,food,0.31224516,0.55
ambience,Volare,ambience,0.88430107,0.9
wine,Volare,food,0.6738522,0.7
food,Volare,food,0.39602804,0.4
taste,Volare,price,0.36634845,0.375
place,Volare,ambience,-0.004359894,0
food,Volare,food,0.60135186,0.6
eggplant,Volare,food,0.019422129,0
friends,Volare,service,0.000407308,0
pasta,Volare,food,-0.004271351,0
pizza,Volare,food,-0.002857797,0
meats,Volare,food,-0.00536222,0
seafood,Volare,food,-0.00159248,0
Service,Volare,food,-0.002765022,0
Ambience,Volare,Non-Categorised,-0.003042758,0
Location,Volare,food,-0.004718214,0
guys,Volare,service,-0.004232802,0
chef,Volare,food,0.001193523,0
difference,Volare,price,0.001193523,0
noodle,Volare,food,0.001193523,0
pasta,Volare,food,-0.037036322,0
ambience,Volare,ambience,0.51521,0.525
food,Volare,food,0.51521,0.525
menu,Volare,food,0.36057317,0.366071429
flavours,Volare,food,0.36057317,0.366071429
place,Volare,ambience,0.034431398,0
family,Volare,price,0.034431398,0
friends,Volare,service,-0.001959682,0
bread,Volare,food,-0.07505985,0
basket,Volare,price,-0.07505985,0
restaurant,Volare,ambience,-0.07505985,0
east,Volare,price,0.2799271,0.136363636
coast,Volare,price,0.2799271,0.136363636
place,Volare,ambience,0.36586937,0.375
service,Volare,service,0.36586937,0.375
food,Volare,food,0.24635124,0.25
ambience,Volare,ambience,-0.45055625,-0.5
pizzas,Volare,food,0.7877073,0.8
steak,Volare,food,-0.003818788,0
cuts,Volare,price,-0.58195776,-0.6
recommendation,Volare,price,-2.34E-05,0
day,Volare,price,-2.34E-05,0
care,Volare,price,0.006993271,0
selection,Volare,food,0.5957606,0.6
wine,Volare,food,0.5957606,0.6
cornetti,Volare,Non-Categorised,0.24768221,0.4
capuccino,Volare,food,0.2825836,0.233333333
breakfast,Volare,food,0.2825836,0.233333333
weekends,Volare,price,0.2825836,0.233333333
authenticity,Volare,price,-7.70E-05,0
oil,Volare,price,-0.002659984,0
restaurant,Volare,ambience,0.19726406,-0.333333333
place,Volare,ambience,0.19726406,-0.333333333
infrastructure,Volare,price,0.19726406,-0.333333333
experience,Volare,price,-0.001547582,0
cornerstone,Volare,price,-7.70E-05,0
Church,Volare,Non-Categorised,-7.70E-05,0
Food,Volare,food,-0.003653884,0
spaghetti,Volare,Non-Categorised,-0.16693509,0
tomato,Volare,food,-0.16693506,0
sauce,Volare,food,-0.16693506,0
restaurant,Volare,ambience,-0.027876817,-0.05
suburbs,Volare,ambience,-0.027876817,-0.05
bit,Volare,price,0.005722679,0
pizza,Volare,food,0.9884402,1
experience,Volare,price,0.7923439,0.8
pasta,Volare,food,0.65617484,0.65
service,Volare,service,0.37256685,0.375
pizza,Volare,food,0.9838767,1
craving,Volare,price,-0.02167543,0
food,Volare,food,-0.02167543,0
lunch,Volare,price,0.00025057,0
time,Volare,price,0.00025057,0
marinara,Volare,food,-0.003984064,0
mussels,Volare,food,-0.003984064,0
research,Volare,price,-0.005599648,0
steak,Volare,food,-0.002811,0
place,Volare,ambience,-0.005399898,0
restaurant,Volare,ambience,-0.003811069,-0.1
gentlemen,Volare,service,-0.12562299,-0.125
restaurant,Volare,ambience,0.3125107,0.318181818
one,Volare,price,0.3125107,0.318181818
food,Volare,food,0.49792758,0.5
Veal,Volare,Non-Categorised,-0.002418786,0
must,Volare,price,-0.002396815,0
rest,Volare,price,0.022056572,0
starter,Volare,price,0.008049756,0
wines,Volare,food,0.50385493,0.5
owner,Volare,price,0.7884104,0.78
staff,Volare,service,0.30552894,0.26
food,Volare,food,0.30552894,0.26
pizzas,Volare,food,0.005719312,0
quality,Volare,price,-0.7558459,-0.75
food,Volare,food,-0.7558459,-0.75
pasta,Volare,food,-0.002224885,0
sauce,Volare,food,-0.002224885,0
experience,Volare,price,-0.027165316,-0.2
meat,Volare,food,-0.05891853,-0.066666667
pizza,Volare,food,-0.000880264,0
steak,Volare,food,-0.003098957,0
tasteless,Volare,Non-Categorised,-0.58902097,-0.6
arts,Volare,price,0.06966331,0.045454545
centre,Volare,ambience,0.06966331,0.045454545
occasions,Volare,price,0.06966331,0.045454545
head,Volare,service,0.06966331,0.045454545
chef,Volare,food,0.06966331,0.045454545
restaurant,Volare,ambience,0.31190553,0.224242424
Volare,Volare,Non-Categorised,0.06966331,0.045454545
setting,Volare,ambience,0.31190553,0.224242424
road,Volare,price,0.31190553,0.224242424
burrata,Volare,food,0.7916275,0.78
staff,Volare,service,0.193382,0.1875
place,Volare,ambience,0.4398763,0.281481481
hands,Volare,price,0.4398763,0.281481481
side,Volare,price,0.4398763,0.281481481
Service,Volare,Non-Categorised,0.40008053,0.4
recommendations,Volare,price,0.00028573,0
spot,Volare,price,0.27969372,0.285714286
dishes,Volare,food,0.27969372,0.285714286
team,Volare,service,0.14525396,0.068181818
location,Volare,price,0.14525396,0.068181818
restaurant,Volare,ambience,0.0312377,0.068181818
mall,Volare,ambience,0.22874928,0.005555556
line,Volare,price,0.031237692,0.068181818
surroundings,Volare,ambience,0.031237692,0.068181818
gem,Volare,price,-0.003933139,-0.166666667
dishes,Volare,food,0.32688612,0.266666667
prices,Volare,price,0.32688612,0.266666667
ambient,Volare,ambience,0.32688612,0.266666667
staff,Volare,service,0.38257688,0.3875
services,Volare,service,0.38257688,0.3875
venue,Volare,price,0.6521752,0.7
neighbourhood,Volare,ambience,0.6521752,0.7
beer,Volare,price,0.00853879,0
wine,Volare,food,-0.002392873,0
lunch,Volare,price,0.5102449,0.5
deal,Volare,price,0.5102449,0.5
food,Volare,food,0.5102449,0.5
stretch,Volare,price,0.5735244,0.55
restaurant,Volare,ambience,0.1868859,0.2
classics,Volare,price,0.1868859,0.2
dishes,Volare,food,0.1868859,0.2
bombette,Volare,food,0.1868859,0.2
region,Volare,price,0.1868859,0.2
pizza,Volare,food,-0.004239619,-0.7
experience,Volare,price,0.053186733,-0.216666667
visit,Volare,price,0.053186733,-0.216666667
restaurant,Volare,ambience,0.053186733,-0.216666667
taste,Volare,price,0.053186733,-0.216666667
mouth,Volare,ambience,0.053186733,-0.216666667
bottom,Volare,price,-0.004239619,-0.7
Chef,Volare,food,0.06937954,0.1
name,Volare,price,0.06937954,0.1
ships,Volare,price,0.06937952,0.1
place,Volare,ambience,0.13211006,0.136363636
months,Volare,price,0.13211006,0.136363636
wings,Volare,ambience,0.26894218,0.8
pasta,Volare,food,0.7898798,0.8
style,Volare,price,0.5854716,0.6
restaurant,Volare,ambience,0.5854716,0.6
chef,Volare,food,0.35855886,0.375
steak,Volare,food,0.9875454,1
beer,Volare,price,0.27822512,0.3
tap,Volare,price,0.27822512,0.3
cum,Volare,ambience,-7.70E-05,0
owner,Volare,price,-0.001919761,0
family,Volare,price,0.002574764,0
food,Volare,food,0.16751704,0.2
minestrone,Volare,food,-0.002658635,0
soup,Volare,food,-0.002658635,0
steak,Volare,food,-0.003462814,0
side,Volare,price,-0.15205064,-0.166666667
rabbit,Volare,food,0.046325,0.1
pasta,Volare,food,0.046325,0.1
fillet,Volare,food,-0.003462814,0
salad,Volare,food,0.013612084,0
food,Volare,food,0.59096336,0.6
chef,Volare,food,0.59096336,0.6
restaurant,Volare,ambience,0.077317014,0.004761905
road,Volare,price,0.077317014,0.004761905
ambience,Volare,ambience,-0.007857949,0
level,Volare,price,-0.003486402,0
selection,Volare,food,0.59847707,0.6
concept,Volare,price,-0.002979346,0
kitchen,Volare,ambience,-0.002979346,0
time,Volare,price,0.66245043,0.625
rabbit,Volare,food,0.66245043,0.625
meat,Volare,food,0.6624504,0.625
pasta,Volare,food,0.6624504,0.625
😍,Volare,food,0.6624504,0.625
👌,Volare,food,0.6624504,0.625
️,Volare,Non-Categorised,-0.003836043,0
pizza,Volare,food,0.9868727,1
place,Volare,ambience,0.073579974,0
service,Volare,service,0.50424945,0.5
food,Volare,food,-0.002984382,0
pizza,Volare,food,-0.37603045,-0.4
crust,Volare,food,-0.37603045,-0.4
problem,Volare,price,-0.010583892,0
crusts,Volare,food,-0.010583892,0
choice,Volare,price,-0.11808557,-0.15
cream,Volare,food,-0.11808557,-0.15
cheese,Volare,food,-0.11808557,-0.15
tomatoes,Volare,food,-0.11808557,-0.15
pizzas,Volare,food,0.35128453,0.35
steak,Volare,food,0.10051665,0.05
perfection,Volare,price,0.10051665,0.05
crispy,Volare,food,0.10051665,0.05
exterior,Volare,ambience,0.10051665,0.05
middle,Volare,price,0.10051665,0.05
duck,La_Bonne_Table,food,0.7851803,0.8
confit,La_Bonne_Table,food,0.7851803,0.8
gem,La_Bonne_Table,price,-0.003933139,0
meal,La_Bonne_Table,food,0.8702229,1
clafoutis,La_Bonne_Table,food,0.8702229,1
food,La_Bonne_Table,food,0.6947908,0.7
vibes,La_Bonne_Table,ambience,0.7011691,0.7
flavors,La_Bonne_Table,food,0.5944929,0.65
wine,La_Bonne_Table,food,-0.002392873,0
place,La_Bonne_Table,ambience,-0.007343076,0
time,La_Bonne_Table,price,0.003443353,0
table,La_Bonne_Table,price,-0.17755586,0
restaurant,La_Bonne_Table,ambience,0.18563753,0.225
part,La_Bonne_Table,price,0.18563753,0.225
evening,La_Bonne_Table,price,0.5460056,0.55
min,La_Bonne_Table,service,-0.00525517,0
buffer,La_Bonne_Table,price,-0.00525517,0
parking,La_Bonne_Table,price,-0.00525517,0
wine,La_Bonne_Table,food,0.6669271,0.7
selection,La_Bonne_Table,food,0.6669271,0.7
cuisine,La_Bonne_Table,food,0.000657208,0
thurday,La_Bonne_Table,ambience,-0.006380931,0
night,La_Bonne_Table,price,-0.006380931,0
oysters,La_Bonne_Table,food,0.5867956,0.6
bottle,La_Bonne_Table,price,0.5867956,0.6
chablis,La_Bonne_Table,Non-Categorised,0.5867956,0.6
wine,La_Bonne_Table,food,-0.003049903,0
menu,La_Bonne_Table,food,-0.003049903,0
Desserts,La_Bonne_Table,food,-0.008514747,0
Shoutout,La_Bonne_Table,food,0.13506168,0
professionalism,La_Bonne_Table,service,0.95520276,1
care,La_Bonne_Table,price,0.003246799,0
food,La_Bonne_Table,food,0.78564596,0.8
choices,La_Bonne_Table,food,0.78564596,0.8
lead,La_Bonne_Table,price,-0.001730956,0
waiter,La_Bonne_Table,service,-0.001730956,0
hospitality,La_Bonne_Table,price,-0.002682693,0
waitress,La_Bonne_Table,service,-0.022582553,0
friend,La_Bonne_Table,price,-0.022582553,0
habit,La_Bonne_Table,price,0.003970318,0
female,La_Bonne_Table,service,0.003970318,0
table,La_Bonne_Table,price,0.00397031,0
meal,La_Bonne_Table,food,0.00397031,0
time,La_Bonne_Table,price,-0.004509047,0
food,La_Bonne_Table,food,-0.003391892,0
quality,La_Bonne_Table,price,0.12656027,0.16
deals,La_Bonne_Table,price,0.6926737,0.7
wine,La_Bonne_Table,food,0.6926737,0.7
restaurants,La_Bonne_Table,price,0.51672363,0.5
food,La_Bonne_Table,food,0.61972296,0.65
beef,La_Bonne_Table,price,0.49208534,0.5
bourguignon,La_Bonne_Table,food,0.49208534,0.5
Service,La_Bonne_Table,food,0.7927373,0.8
wine,La_Bonne_Table,food,-0.003896691,0
selection,La_Bonne_Table,food,-0.003896691,0
oysters,La_Bonne_Table,food,-0.002439827,0
tonight,La_Bonne_Table,price,0.49489012,0.5
quality,La_Bonne_Table,price,0.005885676,0
food,La_Bonne_Table,food,0.005885676,0
service,La_Bonne_Table,service,-0.002765022,0
cerviche,La_Bonne_Table,food,0.98397607,1
wine,La_Bonne_Table,food,-0.003458172,0
food,La_Bonne_Table,food,0.97269535,1
bourguignon,La_Bonne_Table,food,0.9769542,1
beef,La_Bonne_Table,price,-0.002124742,0
portion,La_Bonne_Table,price,-0.25143218,-0.25
bit,La_Bonne_Table,price,-0.25143218,-0.25
place,La_Bonne_Table,ambience,0.59783435,0.383333333
neighborhood,La_Bonne_Table,ambience,0.59783435,0.383333333
quality,La_Bonne_Table,price,0.32614422,0.4
food,La_Bonne_Table,food,0.32614422,0.4
gastronomy,La_Bonne_Table,food,0.3261442,0.4
ingredients,La_Bonne_Table,food,0.3261442,0.4
ham,La_Bonne_Table,food,-0.023411654,0
starters,La_Bonne_Table,service,-0.00204239,0
bread,La_Bonne_Table,food,-0.001958087,0
tartiflette,La_Bonne_Table,food,0.15897152,0.166666667
food,La_Bonne_Table,food,0.59522635,0.6
service,La_Bonne_Table,service,0.79259217,0.8
food,La_Bonne_Table,food,0.44884244,0.5
Thanks,La_Bonne_Table,food,0.28004995,0.3
Duck,La_Bonne_Table,food,0.5621293,0.55
confit,La_Bonne_Table,food,0.5621293,0.55
ambience,La_Bonne_Table,ambience,0.6013272,0.6
skin,La_Bonne_Table,food,0.84927064,1
tender,La_Bonne_Table,price,0.84927064,1
meat,La_Bonne_Table,food,0.84927064,1
staff,La_Bonne_Table,service,0.5965839,0.6
food,La_Bonne_Table,food,-0.003955022,0
Appetizers,La_Bonne_Table,food,0.00414186,0
table,La_Bonne_Table,price,-0.04945027,-0.1
eyes,La_Bonne_Table,service,-0.04945027,-0.1
specialties,La_Bonne_Table,food,0.048600316,0
mains,La_Bonne_Table,ambience,0.48451546,0.5
cuisine,La_Bonne_Table,food,-0.001655594,0
française,La_Bonne_Table,ambience,-0.001655594,0
classiques,La_Bonne_Table,food,-7.70E-05,0
night,La_Bonne_Table,price,-0.008171275,0
oysters,La_Bonne_Table,food,-0.004217006,0
Home,La_Bonne_Table,Non-Categorised,0.18677005,0.2
salmon,La_Bonne_Table,food,0.18677005,0.2
smokiness,La_Bonne_Table,food,-0.004209951,0
service,La_Bonne_Table,service,0.7866607,0.8
staff,La_Bonne_Table,service,0.7866607,0.8
Food,La_Bonne_Table,food,0.97910583,1
d’Agneau,La_Bonne_Table,food,0.15676671,0.16
dessert,La_Bonne_Table,food,0.34486127,0.333333333
perfection,La_Bonne_Table,price,-0.002036549,0
atmosphere,La_Bonne_Table,ambience,0.30248827,0.3
quaint,La_Bonne_Table,ambience,0.19168147,0.2
Food,La_Bonne_Table,food,0.98474723,1
Thanks,La_Bonne_Table,food,0.28450817,0.3
moment,La_Bonne_Table,price,0.28450817,0.3
place,La_Bonne_Table,ambience,0.84044063,0.85
staff,La_Bonne_Table,service,0.9985293,1
duck,La_Bonne_Table,food,0.046901,0
confit,La_Bonne_Table,food,0.046901,0
skin,La_Bonne_Table,food,0.6998275,0.7
mushroom,La_Bonne_Table,food,-0.008316673,0
cream,La_Bonne_Table,food,-0.008316673,0
sauce,La_Bonne_Table,food,-0.008316673,0
meat,La_Bonne_Table,food,-0.3900699,-0.388888889
superrrr,La_Bonne_Table,food,-0.3900699,-0.388888889
way,La_Bonne_Table,price,0.046901,0
bone,La_Bonne_Table,price,0.046901,0
dinner,La_Bonne_Table,price,-0.002213746,0
night,La_Bonne_Table,price,-0.002213746,0
dining,La_Bonne_Table,ambience,0.052613728,0
options,La_Bonne_Table,price,0.052613728,0
place,La_Bonne_Table,ambience,0.27860633,0.283333333
diners,La_Bonne_Table,food,0.27860633,0.283333333
visit,La_Bonne_Table,price,0.101844884,0.125
food,La_Bonne_Table,food,0.78713274,0.8
recommendations,La_Bonne_Table,price,0.78713274,0.8
workload,La_Bonne_Table,service,0.05080093,0.1
beef,La_Bonne_Table,price,0.5897783,0.6
stew,La_Bonne_Table,food,0.5897783,0.6
look,La_Bonne_Table,price,-0.003043987,0
needs,La_Bonne_Table,price,1.09E-05,0
chicken,La_Bonne_Table,food,-0.5980016,-0.6
dining,La_Bonne_Table,ambience,0.9185895,0.953333333
experience,La_Bonne_Table,price,0.9185895,0.953333333
style,La_Bonne_Table,price,0.16119796,0.116666667
cuisine,La_Bonne_Table,food,0.16119796,0.116666667
french,La_Bonne_Table,ambience,0.16119796,0.116666667
wine,La_Bonne_Table,food,0.69083583,0.7
food,La_Bonne_Table,food,0.6947908,0.7
service,La_Bonne_Table,service,0.79259217,0.8
vino,La_Bonne_Table,food,0.58703995,0.6
road,La_Bonne_Table,price,-0.004027739,0
owners,La_Bonne_Table,price,0.24459797,0.25
food,La_Bonne_Table,food,0.24459797,0.25
gem,La_Bonne_Table,price,-0.14666253,-0.15
restaurant,La_Bonne_Table,ambience,-0.14666253,-0.15
atmosphere,La_Bonne_Table,ambience,-0.14666253,-0.15
food,La_Bonne_Table,food,0.18133786,0.2
price,La_Bonne_Table,price,0.69361293,0.7
service,La_Bonne_Table,service,0.5941625,0.6
oyster,La_Bonne_Table,food,0.5832311,0.7
deals,La_Bonne_Table,price,0.5832311,0.7
evening,La_Bonne_Table,price,0.5832311,0.7
Jerry,La_Bonne_Table,Non-Categorised,-0.005597219,0
tables,La_Bonne_Table,ambience,0.26085857,0.25
time,La_Bonne_Table,price,0.26085857,0.25
courses,La_Bonne_Table,price,0.26085857,0.25
days,La_Bonne_Table,price,-0.000836782,0
reservation,La_Bonne_Table,price,0.13422246,0.05
food,La_Bonne_Table,food,0.7951491,0.8
variety,La_Bonne_Table,price,0.3336089,0.333333333
wine,La_Bonne_Table,food,-0.002392873,0
book,La_Bonne_Table,price,0.13422246,0.05
service,La_Bonne_Table,service,0.6746837,0.666666667
recommendations,La_Bonne_Table,price,0.7951491,0.8
atmosphere,La_Bonne_Table,ambience,0.8545423,0.9
place,La_Bonne_Table,ambience,-0.007081024,0.433333333
service,La_Bonne_Table,service,0.6023515,0.6
jery,La_Bonne_Table,Non-Categorised,0.6023515,0.6
food,La_Bonne_Table,food,0.7883266,0.8
table,La_Bonne_Table,price,0.68122697,0.6
food,La_Bonne_Table,food,0.30665356,0.3
place,La_Bonne_Table,ambience,0.60462403,0.6
food,La_Bonne_Table,food,0.60462403,0.6
advance,La_Bonne_Table,price,0.42382097,0.5
house,La_Bonne_Table,price,0.3535913,0.35
wine,La_Bonne_Table,food,-0.003235266,0
service,La_Bonne_Table,service,0.37256685,0.375
dishes,La_Bonne_Table,food,-0.053412236,0
menu,La_Bonne_Table,food,-0.053412236,0
version,La_Bonne_Table,price,0.27570555,0.25
friend,La_Bonne_Table,price,0.052673448,0
menu,La_Bonne_Table,food,0.052673448,0
gulash,La_Bonne_Table,food,-7.70E-05,0
spot,La_Bonne_Table,price,-0.19750199,-0.2
foods,La_Bonne_Table,price,0.82826906,0.75
Service,La_Bonne_Table,food,0.49848676,0.5
staff,La_Bonne_Table,service,0.49848676,0.5
month,La_Bonne_Table,price,0.4295379,0.428571429
menu,La_Bonne_Table,food,0.4295379,0.428571429
glass,La_Bonne_Table,ambience,0.4295379,0.428571429
wine,La_Bonne_Table,food,0.42953786,0.428571429
Oyster,La_Bonne_Table,food,-0.25397494,-0.21875
bit,La_Bonne_Table,price,-0.253975,-0.21875
restaurant,La_Bonne_Table,ambience,0.49624565,0.6
home,La_Bonne_Table,price,0.49624565,0.6
dinner,La_Bonne_Table,price,0.4337985,0.52
time,La_Bonne_Table,price,0.4337985,0.52
dishes,La_Bonne_Table,food,0.2023333,0.2
MUCH,La_Bonne_Table,food,0.2023333,0.2
feealings,La_Bonne_Table,food,-0.008570917,0
place,La_Bonne_Table,ambience,-0.003669553,0
paper,La_Bonne_Table,price,0.19632259,0.65
experience,La_Bonne_Table,price,-0.015744522,0
bit,La_Bonne_Table,price,-0.015744522,0
decor,La_Bonne_Table,ambience,0.59344155,0.6
market,La_Bonne_Table,price,-0.002276219,0
level,La_Bonne_Table,price,-0.002276219,0
pricing,La_Bonne_Table,price,-0.002276219,0
variety,La_Bonne_Table,price,0.000144497,0
dishes,La_Bonne_Table,food,0.000144497,0
wines,La_Bonne_Table,food,-0.002546296,0
preparations,La_Bonne_Table,price,0.68845797,0.7
selection,La_Bonne_Table,food,0.69060886,0.7
wines,La_Bonne_Table,food,0.69060886,0.7
Premises,La_Bonne_Table,food,0.34578052,0.366666667
menu,La_Bonne_Table,food,-0.23472062,-0.15
job,La_Bonne_Table,price,0.34713063,0.35
style,La_Bonne_Table,price,0.15212542,0.166666667
food,La_Bonne_Table,food,0.15212542,0.166666667
staff,La_Bonne_Table,service,-0.00325641,0
Juices,La_Bonne_Table,food,0.2899949,0.233333333
lot,La_Bonne_Table,price,-0.002557039,0
memories,La_Bonne_Table,price,-0.002557047,0
promotions,La_Bonne_Table,price,-0.000989832,0
food,La_Bonne_Table,food,0.7829995,0.8
beef,La_Bonne_Table,price,0.5897783,0.6
stew,La_Bonne_Table,food,0.5897783,0.6
Kuddos,La_Bonne_Table,food,-0.002794974,0
chef,La_Bonne_Table,food,-0.002794974,0
easties,La_Bonne_Table,food,0.101511106,0.2
place,La_Bonne_Table,ambience,0.101511106,0.2
ambience,La_Bonne_Table,ambience,-0.001803882,0
tuna,La_Bonne_Table,food,-0.002497919,0
tartar,La_Bonne_Table,food,-0.002497919,0
experience,La_Bonne_Table,price,0.17226166,0.2
try,La_Bonne_Table,price,-0.00366389,0
food,La_Bonne_Table,food,0.6947908,0.7
service,La_Bonne_Table,service,0.69589937,0.7
atmosphere,La_Bonne_Table,ambience,0.6968927,0.7
restaurant,La_Bonne_Table,ambience,0.79244167,0.8
seafood,La_Bonne_Table,food,0.17431632,0.266666667
items,La_Bonne_Table,price,0.17431632,0.266666667
menu,La_Bonne_Table,food,0.38463765,0.4
bonne,La_Bonne_Table,food,0.20302817,0.2
table,La_Bonne_Table,price,0.20302817,0.2
bouillabaisse,La_Bonne_Table,food,-0.000937387,0
food,La_Bonne_Table,food,0.49558523,0.5
plateau,La_Bonne_Table,ambience,-0.002539173,0
fruits,La_Bonne_Table,Non-Categorised,-0.002539173,0
meunière,La_Bonne_Table,food,-0.000624172,0
wine,La_Bonne_Table,food,-0.002392873,0
quality,La_Bonne_Table,price,0.979141,1
food,La_Bonne_Table,food,0.979141,1
place,La_Bonne_Table,ambience,0.001847006,0.05
food,La_Bonne_Table,food,0.27812085,0.3
vibe,La_Bonne_Table,ambience,0.597292,0.6
duck,La_Bonne_Table,food,3.97E-05,0
leg,La_Bonne_Table,price,3.97E-05,0
confi,La_Bonne_Table,food,3.97E-05,0
Mash,La_Bonne_Table,food,0.69013023,0.7
dishes,La_Bonne_Table,food,0.48355222,0.5
food,La_Bonne_Table,food,0.95477545,1
draw,La_Bonne_Table,price,-0.004939564,0
seating,La_Bonne_Table,ambience,-0.004939564,0
street,La_Bonne_Table,price,-0.004939564,0
table,La_Bonne_Table,price,-0.1670711,0
entrance,La_Bonne_Table,ambience,-0.1670711,0
service,La_Bonne_Table,service,-0.003349364,0
touch,La_Bonne_Table,price,-0.00148616,0
food,La_Bonne_Table,food,0.37029928,0.433333333
service,La_Bonne_Table,service,0.79259217,0.8
course,La_Bonne_Table,price,0.45074132,0.483333333
Today,La_Bonne_Table,food,0.31898057,0.357142857
beef,La_Bonne_Table,price,0.000714585,0
ribs,La_Bonne_Table,food,0.000714585,0
rest,La_Bonne_Table,price,0.45074132,0.483333333
dessert,La_Bonne_Table,food,0.006503508,0
Cream,La_Bonne_Table,food,-0.001667202,0
night,La_Bonne_Table,price,-0.00333529,0
oysters,La_Bonne_Table,food,-0.25934646,0
piece,La_Bonne_Table,price,-0.25934646,0
u,La_Bonne_Table,service,0.19838163,0.2
wine,La_Bonne_Table,food,-0.004139058,0
restaurant,La_Bonne_Table,ambience,0.2661949,0.3
ambience,La_Bonne_Table,ambience,0.2661949,0.3
road,La_Bonne_Table,price,-0.13697368,-0.166666667
Food,La_Bonne_Table,food,0.6954021,0.7
variety,La_Bonne_Table,price,-0.003993526,0
selection,La_Bonne_Table,food,-0.003993534,0
regulars,La_Bonne_Table,service,-0.003993534,0
food,La_Bonne_Table,food,0.40189007,0.405555556
selection,La_Bonne_Table,food,0.6941345,0.7
wines,La_Bonne_Table,Non-Categorised,0.6941345,0.7
staff,La_Bonne_Table,service,0.48787048,0.4875
meat,La_Bonne_Table,food,-0.001717791,0
place,La_Bonne_Table,ambience,0.989516,1
brûlée,La_Bonne_Table,food,0.16003348,0.16
rosé,La_Bonne_Table,food,0.98547417,1
flavour,La_Bonne_Table,food,-0.002368301,0
bread,La_Bonne_Table,food,0.2314157,-0.115384615
cheese,La_Bonne_Table,food,0.21360984,0.4
deserts,La_Bonne_Table,food,0.21360984,0.4
tuna,La_Bonne_Table,food,-0.003398769,0
colour,La_Bonne_Table,ambience,0.8320169,0.85
food,La_Bonne_Table,food,-0.72145534,-0.75
instance,La_Bonne_Table,price,-0.001865804,0
colour,La_Bonne_Table,ambience,0.011934593,0
tarts,La_Bonne_Table,Non-Categorised,0.7089753,0.7
ratatouille,La_Bonne_Table,food,0.02669993,-0.125
sea,La_Bonne_Table,food,0.02669993,-0.125
marks,La_Bonne_Table,price,0.40378827,0.35
grey,La_Bonne_Table,ambience,-0.001086719,-0.05
mush,La_Bonne_Table,food,-0.001086719,-0.05
fuss,La_Bonne_Table,price,-0.005239211,0
food,La_Bonne_Table,food,0.27940923,0.2275
staff,La_Bonne_Table,service,0.27940923,0.2275
managers,La_Bonne_Table,price,0.27940923,0.2275
place,La_Bonne_Table,ambience,0.4951035,0.5
tuna,La_Bonne_Table,food,-0.007712923,0
starters,La_Bonne_Table,service,-0.007712923,0
menu,La_Bonne_Table,food,-0.001431391,0.375
course,La_Bonne_Table,price,0.15804838,0.166666667
setting,La_Bonne_Table,ambience,0.46294546,0.466666667
restaurant,La_Bonne_Table,ambience,0.98617065,1
team,La_Bonne_Table,service,0.7817913,0.8
Frenchmen,La_Bonne_Table,Non-Categorised,0.7817913,0.8
chef,La_Bonne_Table,food,0.79014325,0.8
menu,La_Bonne_Table,food,0.9159851,0.91
cuisine,La_Bonne_Table,food,0.37820214,0.455
restaurants,La_Bonne_Table,price,-5.45E-05,0
environment,La_Bonne_Table,price,0.66654193,0.7
food,La_Bonne_Table,food,0.7883266,0.8
service,La_Bonne_Table,service,0.4986459,0.5
atmosphere,La_Bonne_Table,ambience,-0.004696727,0
food,La_Bonne_Table,food,-0.00296066,0
owners,La_Bonne_Table,price,0.356041,0.375
place,La_Bonne_Table,ambience,0.78974926,0.8
occasions,La_Bonne_Table,price,0.78974926,0.8
restaurant,La_Bonne_Table,ambience,0.9146826,0.91
service,La_Bonne_Table,service,-0.002765022,0
ambience,La_Bonne_Table,ambience,0.6013272,0.6
place,La_Bonne_Table,ambience,0.7892772,0.8
duck,La_Bonne_Table,food,0.7851803,0.8
pate,La_Bonne_Table,food,0.7851803,0.8
